Activity,time,seconds_elapsed,z,y,x
Classroom,1.78E+18,442.3855601,0.081944466,0.104876995,-0.048766613
Classroom,1.78E+18,444.4778987,0.069783688,0.11975193,-0.047209501
Classroom,1.78E+18,446.5703911,0.088205338,0.114863396,-0.049529552
Classroom,1.78E+18,448.6631887,0.104920387,0.119308472,-0.038881302
Classroom,1.78E+18,450.7559863,0.080010414,0.118670464,-0.047635555
Classroom,1.78E+18,452.8481128,0.087985516,0.119370461,-0.05031538
Classroom,1.78E+18,454.9401782,0.090188026,0.081593513,-0.007111311
Classroom,1.78E+18,457.0323989,0.090393543,0.122905254,-0.051738262
Classroom,1.78E+18,459.1242813,0.087468147,0.125841618,-0.061138153
Classroom,1.78E+18,461.2158584,0.083947659,0.135824203,-0.069193363
Classroom,1.78E+18,463.3078628,0.083227634,0.111897469,-0.046391726
Classroom,1.78E+18,465.4001724,0.098575115,0.116553783,-0.052057743
Classroom,1.78E+18,467.4923477,0.085494518,0.123697281,-0.045043468
Classroom,1.78E+18,469.5843516,0.081129551,0.120638371,-0.050701141
Classroom,1.78E+18,471.6768743,0.091636658,0.123195648,-0.049476385
Classroom,1.78E+18,473.7690613,0.063975334,0.119165421,-0.053963423
Classroom,1.78E+18,475.8613398,0.076704025,0.117019176,-0.049821138
Classroom,1.78E+18,477.9535588,0.075161934,0.133276939,-0.057644844
Classroom,1.78E+18,480.0456543,0.078007221,0.123635769,-0.063101768
Classroom,1.78E+18,482.1380244,0.088219166,0.130927563,-0.041174412
Classroom,1.78E+18,484.2305776,0.068021297,0.120350838,-0.061304569
Classroom,1.78E+18,486.3229175,0.097446442,0.130587101,-0.032744408
Classroom,1.78E+18,488.4151045,0.106241226,0.124932289,-0.035220385
Classroom,1.78E+18,490.5074746,0.090359211,0.123980045,-0.059970379
Classroom,1.78E+18,492.5999365,0.093502998,0.124785423,-0.054463387
Classroom,1.78E+18,494.6924592,0.092618465,0.119996548,-0.037636757
Classroom,1.78E+18,496.7849209,0.088145256,0.113406181,-0.037237644
Classroom,1.78E+18,498.8774436,0.097992897,0.124330044,-0.047115326
Classroom,1.78E+18,500.9693257,0.08764267,0.125938416,-0.05043149
Classroom,1.78E+18,503.0620313,0.088495731,0.122057438,-0.048415899
Classroom,1.78E+18,505.1547068,0.065598488,0.172485828,-0.103733301
Classroom,1.78E+18,507.2470308,1.771485329,1.096259117,-0.875299931
Classroom,1.78E+18,509.3390957,-0.248703003,-0.235506058,-0.601943374
Classroom,1.78E+18,511.4312222,0.224822998,0.171422958,0.33396703
